Label,Model assigned score
"Nonbinder, training set",-1.4349991
"Nonbinder, training set",-0.90602475
"Nonbinder, training set",3.1986098
"Binder, training set",2.213623
"Nonbinder, training set",-1.0518382
"Nonbinder, training set",-0.7682084
"Binder, training set",1.8275906
"Nonbinder, training set",2.9116359
"Nonbinder, training set",2.5813398
"Binder, training set",1.2573798
"Nonbinder, training set",-2.6890826
"Binder, training set",1.8741075
"Nonbinder, training set",-1.5802644
"Nonbinder, training set",-3.2052236
"Binder, training set",-2.1953917
"Nonbinder, training set",-2.6236324
"Nonbinder, training set",-2.312149
"Binder, training set",1.4970778
"Binder, training set",4.190933
"Binder, training set",1.2564573
"Binder, training set",3.0214062
"Nonbinder, training set",-0.05280924
"Binder, training set",2.3121896
"Nonbinder, training set",1.3839672
"Nonbinder, training set",-1.9696203
"Nonbinder, training set",-2.5069566
"Nonbinder, training set",-3.1336498
"Nonbinder, training set",-2.2186878
"Nonbinder, training set",-1.0683796
"Nonbinder, training set",2.4223423
"Binder, training set",3.0839305
"Nonbinder, training set",1.6381773
"Nonbinder, training set",-0.26703006
"Nonbinder, training set",0.024825335
"Nonbinder, training set",-0.574787
"Nonbinder, training set",-2.6826744
"Nonbinder, training set",-2.8933744
"Binder, training set",0.8002738
"Nonbinder, training set",-3.8982735
"Nonbinder, training set",0.8835747
"Nonbinder, training set",-2.544479
"Nonbinder, training set",-2.4613104
"Nonbinder, training set",-1.2668004
"Nonbinder, training set",-1.9610469
"Nonbinder, training set",-1.7879415
"Nonbinder, training set",1.7360452
"Nonbinder, training set",-0.34643537
"Nonbinder, training set",-2.4863791
"Binder, training set",2.2982411
"Nonbinder, training set",-2.173893
"Nonbinder, training set",-2.1728034
"Nonbinder, training set",-1.1758876
"Nonbinder, training set",-2.5419807
"Nonbinder, training set",-1.686359
"Nonbinder, training set",-2.3734884
"Nonbinder, training set",0.08304006
"Nonbinder, training set",-2.4287455
"Nonbinder, training set",-2.8249812
"Nonbinder, training set",-2.8070421
"Nonbinder, training set",0.117029846
"Nonbinder, training set",2.2136745
"Nonbinder, training set",-2.0337903
"Binder, training set",2.0336304
"Binder, training set",-2.0286653
"Binder, training set",-0.14733416
"Binder, training set",-2.773686
"Nonbinder, training set",-3.0722675
"Nonbinder, training set",-2.3665419
"Nonbinder, training set",-1.2306155
"Binder, training set",2.9363122
"Binder, training set",1.5517343
"Nonbinder, training set",-2.2758875
"Nonbinder, training set",-0.050611556
"Binder, training set",2.385479
"Nonbinder, training set",0.42966938
"Binder, training set",1.0847923
"Nonbinder, training set",-1.0754061
"Nonbinder, training set",-2.2693424
"Nonbinder, training set",-2.0904722
"Nonbinder, training set",-1.4819822
"Nonbinder, training set",-2.36091
"Nonbinder, training set",1.6520816
"Nonbinder, training set",-2.5830612
"Nonbinder, training set",-3.5616179
"Binder, training set",0.8602216
"Nonbinder, training set",0.38223207
"Nonbinder, training set",-3.0437226
"Nonbinder, training set",-2.3856792
"Nonbinder, training set",-2.660636
"Nonbinder, training set",-2.4276161
"Binder, training set",2.521823
"Nonbinder, training set",-2.1722322
"Nonbinder, training set",-2.1688294
"Nonbinder, training set",-2.5318842
"Nonbinder, training set",-2.567039
"Nonbinder, training set",-1.590804
"Nonbinder, training set",-2.4369457
"Nonbinder, training set",-1.891954
"Nonbinder, training set",-2.5281103
"Binder, training set",0.9898863
"Nonbinder, training set",-1.8213849
"Binder, training set",2.6458278
"Nonbinder, training set",0.7635764
"Binder, training set",2.8976417
"Nonbinder, training set",-0.28453943
"Nonbinder, training set",-1.8429775
"Nonbinder, training set",-1.5707134
"Nonbinder, training set",-3.3498783
"Binder, training set",1.7742392
"Nonbinder, training set",-1.4180943
"Nonbinder, training set",-2.6025357
"Nonbinder, training set",1.7644545
"Nonbinder, training set",-2.8843317
"Nonbinder, training set",0.69398487
"Binder, training set",-0.8067217
"Nonbinder, training set",-2.1589909
"Nonbinder, training set",1.3679708
"Nonbinder, training set",-1.8683591
"Nonbinder, training set",-1.9724303
"Nonbinder, training set",-0.24992305
"Nonbinder, training set",1.0447452
"Binder, training set",2.1918201
"Nonbinder, training set",-1.9759848
"Nonbinder, training set",-2.9495554
"Binder, training set",3.0863223
"Nonbinder, training set",0.9900907
"Nonbinder, training set",-2.0167818
"Binder, training set",2.6554227
"Nonbinder, training set",-2.1194417
"Nonbinder, training set",-0.54407454
"Nonbinder, training set",0.7249278
"Nonbinder, training set",-2.199233
"Nonbinder, training set",-1.0117605
"Nonbinder, training set",-1.7401395
"Nonbinder, training set",-1.3788053
"Nonbinder, training set",-4.202001
"Nonbinder, training set",-2.605084
"Binder, training set",2.6344047
"Nonbinder, training set",-3.4607258
"Binder, training set",1.7381657
"Binder, training set",3.5230646
"Nonbinder, training set",-3.5189795
"Nonbinder, training set",-0.44905585
"Nonbinder, training set",0.19311035
"Nonbinder, training set",-2.6136913
"Nonbinder, training set",-2.3219476
"Nonbinder, training set",0.8994013
"Nonbinder, training set",-3.0582695
"Binder, training set",1.8255466
"Nonbinder, training set",-2.4369128
"Binder, training set",1.3941175
"Binder, training set",-0.63557
"Binder, training set",4.4579453
"Binder, training set",2.1490183
"Binder, training set",0.9160651
"Nonbinder, training set",-1.5270174
"Binder, training set",1.6817275
"Nonbinder, training set",-3.6895804
"Nonbinder, training set",-0.7522472
"Nonbinder, training set",-2.0566306
"Nonbinder, training set",-3.4203405
"Nonbinder, training set",-1.7914753
"Binder, training set",1.9673649
"Binder, training set",2.1694536
"Binder, training set",-1.65632
"Nonbinder, training set",-2.5863628
"Nonbinder, training set",1.283462
"Binder, training set",2.1051292
"Nonbinder, training set",-0.5204702
"Binder, training set",1.674106
"Nonbinder, training set",1.5375019
"Nonbinder, training set",-1.2673767
"Nonbinder, training set",-0.6278371
"Nonbinder, training set",-2.9954896
"Binder, training set",3.2362728
"Nonbinder, training set",-1.6178452
"Nonbinder, training set",0.30161303
"Nonbinder, training set",-0.3034804
"Nonbinder, training set",-2.086744
"Binder, training set",3.8620043
"Nonbinder, training set",-3.2886543
"Binder, training set",0.80983245
"Nonbinder, training set",-1.5694733
"Nonbinder, training set",1.1317229
"Binder, training set",-1.848385
"Nonbinder, training set",-2.3305593
"Nonbinder, training set",-1.8044201
"Binder, training set",3.8102326
"Nonbinder, training set",-1.43173
"Nonbinder, training set",-1.5068622
"Nonbinder, training set",-3.2227468
"Nonbinder, training set",-1.3066249
"Nonbinder, training set",-1.1720622
"Nonbinder, training set",-1.7460537
"Nonbinder, training set",-1.9394588
"Nonbinder, training set",0.6989063
"Nonbinder, training set",-2.5062494
"Nonbinder, training set",-2.2057238
"Nonbinder, training set",-2.6949134
"Nonbinder, training set",1.034886
"Nonbinder, training set",-2.1422524
"Nonbinder, training set",-3.6286645
"Binder, training set",1.1421847
"Nonbinder, training set",-2.834834
"Nonbinder, training set",0.98022187
"Nonbinder, training set",-3.7116609
"Nonbinder, training set",-3.1765118
"Binder, training set",-1.2041178
"Nonbinder, training set",-1.2013564
"Nonbinder, training set",-1.7144109
"Nonbinder, training set",1.8777984
"Nonbinder, training set",-2.9800072
"Binder, training set",1.2212183
"Nonbinder, training set",-0.48711765
"Nonbinder, training set",-0.8262312
"Nonbinder, training set",-2.486703
"Nonbinder, training set",-1.8397385
"Binder, training set",2.062611
"Nonbinder, training set",-2.3264427
"Nonbinder, training set",-1.3935618
"Nonbinder, training set",-2.0768054
"Nonbinder, training set",-0.1640147
"Nonbinder, training set",-3.2607946
"Nonbinder, training set",-3.5686717
"Nonbinder, training set",0.20335913
"Binder, training set",1.0461742
"Nonbinder, training set",0.8517333
"Nonbinder, training set",-2.7840195
"Binder, training set",-1.9454585
"Nonbinder, training set",-1.475216
"Nonbinder, training set",-2.945238
"Nonbinder, training set",-3.102407
"Binder, training set",3.1491861
"Nonbinder, training set",-1.2551463
"Binder, training set",2.3529906
"Nonbinder, training set",-0.30296355
"Nonbinder, training set",0.9204296
"Binder, training set",2.1924987
"Nonbinder, training set",-2.6054478
"Nonbinder, training set",0.60366
"Nonbinder, training set",-0.9085509
"Nonbinder, training set",-2.3625686
"Nonbinder, training set",-2.251904
"Nonbinder, training set",-0.8831474
"Nonbinder, training set",-2.0029087
"Nonbinder, training set",-2.3817859
"Nonbinder, training set",-0.055016577
"Nonbinder, training set",-2.2022254
"Nonbinder, training set",1.9616588
"Binder, training set",-2.4014993
"Binder, training set",1.3357143
"Nonbinder, training set",-2.0000236
"Binder, training set",1.816305
"Binder, training set",3.9427886
"Binder, training set",0.11126137
"Nonbinder, training set",-1.389694
"Nonbinder, training set",-2.0776763
"Binder, training set",-1.362109
"Nonbinder, training set",-1.9662884
"Nonbinder, training set",-2.845152
"Nonbinder, training set",-2.032867
"Nonbinder, training set",1.8582062
"Binder, training set",2.7861304
"Nonbinder, training set",1.7080306
"Nonbinder, training set",0.9234537
"Nonbinder, training set",1.4694694
"Binder, training set",2.5917645
"Nonbinder, training set",-1.9519329
"Nonbinder, training set",-2.4105337
"Nonbinder, training set",-2.2385545
"Binder, training set",2.6652608
"Binder, training set",2.3555179
"Nonbinder, training set",-3.536028
"Binder, training set",2.5334468
"Nonbinder, training set",-2.6585908
"Binder, training set",2.376576
"Nonbinder, training set",-2.6405306
"Nonbinder, training set",1.0315157
"Binder, training set",0.9605024
"Nonbinder, training set",-0.678805
"Binder, training set",2.451075
"Binder, training set",2.2856908
"Binder, training set",1.7995759
"Nonbinder, training set",-3.2204776
"Binder, training set",2.5211883
"Binder, training set",0.19158405
"Nonbinder, training set",-2.7522955
"Nonbinder, training set",-1.9399234
"Nonbinder, training set",-1.3110657
"Nonbinder, training set",-2.68647
"Binder, training set",2.2662683
"Nonbinder, training set",-2.4000728
"Nonbinder, training set",-2.4334292
"Nonbinder, training set",0.88950336
"Nonbinder, training set",-3.024397
"Nonbinder, training set",-2.1326375
"Nonbinder, training set",-0.7550472
"Binder, training set",-0.55742526
"Nonbinder, training set",-1.9388155
"Nonbinder, training set",1.3865517
"Nonbinder, training set",-1.6301457
"Nonbinder, training set",-1.4865185
"Nonbinder, training set",-1.9033812
"Nonbinder, training set",0.87586987
"Nonbinder, training set",1.3628496
"Binder, training set",2.5003076
"Nonbinder, training set",-2.3673835
"Nonbinder, training set",-1.8145763
"Nonbinder, training set",0.0042276382
"Nonbinder, training set",1.3193437
"Binder, training set",1.0629064
"Nonbinder, training set",0.19539785
"Nonbinder, training set",0.8317634
"Nonbinder, training set",-3.2016082
"Nonbinder, training set",-0.20627257
"Nonbinder, training set",-1.1685648
"Nonbinder, training set",-3.3700862
"Binder, training set",3.4457545
"Nonbinder, training set",-2.3706436
"Nonbinder, training set",-0.27737215
"Binder, training set",1.9451782
"Nonbinder, training set",-1.3579171
"Nonbinder, training set",-2.3157926
"Nonbinder, training set",-1.6608058
"Nonbinder, training set",-0.28674722
"Nonbinder, training set",-4.3388505
"Binder, training set",1.9505881
"Nonbinder, training set",-1.1766608
"Nonbinder, training set",-1.8481104
"Nonbinder, training set",-2.8120704
"Nonbinder, training set",-1.7502152
"Nonbinder, training set",-2.024281
"Nonbinder, training set",-3.5419683
"Nonbinder, training set",-2.82343
"Nonbinder, training set",-3.2597008
"Nonbinder, training set",-3.3502693
"Nonbinder, training set",-0.2491706
"Nonbinder, training set",-2.9995384
"Nonbinder, training set",-1.9567484
"Nonbinder, training set",-2.2070687
"Nonbinder, training set",-1.1630753
"Nonbinder, training set",-1.809133
"Nonbinder, training set",3.2057486
"Nonbinder, training set",-2.7088346
"Nonbinder, training set",-0.80752826
"Nonbinder, training set",0.26420742
"Binder, training set",0.97124445
"Nonbinder, training set",1.7417339
"Binder, training set",3.3550382
"Nonbinder, training set",-2.820795
"Nonbinder, training set",-2.338053
"Nonbinder, training set",-3.6468124
"Binder, training set",2.8496227
"Nonbinder, training set",-2.288115
"Nonbinder, training set",-1.003422
"Nonbinder, training set",-2.2238193
"Nonbinder, training set",-2.53685
"Nonbinder, training set",-3.067514
"Nonbinder, training set",-1.6268176
"Binder, training set",1.219
"Nonbinder, training set",-1.7290473
"Nonbinder, training set",0.26317835
"Nonbinder, training set",1.1735774
"Binder, training set",2.2600746
"Binder, training set",2.4352493
"Nonbinder, training set",-3.4512157
"Nonbinder, training set",-0.37880278
"Binder, training set",2.04452
"Nonbinder, training set",-0.769483
"Binder, training set",3.5139866
"Binder, training set",-1.5635917
"Binder, training set",2.7521772
"Binder, training set",2.4913154
"Binder, training set",1.8724593
"Nonbinder, training set",0.981464
"Nonbinder, training set",-1.9330137
"Nonbinder, training set",1.0601183
"Binder, training set",0.33788836
"Nonbinder, training set",-0.8675545
"Nonbinder, training set",-2.526719
"Binder, training set",1.8057948
"Binder, training set",1.1344421
"Nonbinder, training set",-2.1516566
"Binder, training set",0.9729973
"Nonbinder, training set",-0.9385545
"Nonbinder, training set",-0.054651618
"Binder, training set",2.7742772
"Binder, training set",0.21612257
"Binder, training set",-1.6213189
"Nonbinder, training set",-2.2849412
"Nonbinder, training set",0.03470844
"Nonbinder, training set",-0.81820613
"Nonbinder, training set",2.1362376
"Nonbinder, training set",1.1125778
"Nonbinder, training set",-2.7173882
"Nonbinder, training set",-2.9802513
"Nonbinder, training set",2.4111414
"Nonbinder, training set",-0.10850161
"Binder, training set",2.498189
"Binder, training set",1.8987974
"Nonbinder, training set",-1.9726111
"Binder, training set",1.6934711
"Nonbinder, training set",-0.9597905
"Nonbinder, training set",2.9668088
"Nonbinder, training set",0.3885051
"Nonbinder, training set",-1.8291384
"Binder, training set",1.8050727
"Binder, training set",3.640576
"Binder, training set",1.2476566
"Nonbinder, training set",-1.9420527
"Nonbinder, training set",1.2853816
"Nonbinder, training set",-2.3851142
"Binder, training set",3.391015
"Nonbinder, training set",-1.1063995
"Binder, training set",-2.4217832
"Binder, training set",1.2454654
"Nonbinder, training set",-3.6151805
"Binder, training set",2.5934877
